constant_name,definition
"Onset of Swelling:","Inicio de Hinchazón:"
"Onset/hosp. date:","Fecha de Inicio/hospital.:"
"Onsite Patient Portal Site Address","Sitio Web del Portal del Paciente Interno"
Oops!,¡Uy!
Open,Abrir
"Open Today`s Visit","Abrir visitas para hoy"
"Open in New Window","Abrir en ventana nueva"
"OpenEMR Database Upgrade","Actualización base de datos OpenEMR"
"OpenEMR Database Upgrade for De-identification","Actualización base de datos OpenEMR para De-identificación"
"OpenEMR Users","OpenEMR Usuarios "
"OpenEMR already has a Certificate Authority configured.","OpenEMR ya tiene un Certificado de Autoridad Configurado"
"OpenEMR does not recognize the incoming file in the contrib directory. This is most likely because you need to configure the release in the supported_external_dataloads table in the MySQL database.","OpenEMR no reconoce el archivo de entrada en el directorio contrib. Esto es probablemente porque necesita configurar la versión en la tabla supported_external_dataloads en la base de datos MySQL."
"OpenEMR must be configured to use certificates before it can create client certificates.","OpenEMR debe configurarse para usar certificado antes de poder crear cliente"
"OpenEMR requires Javascript to perform user authentication.","OpenEMR requiere Javascript para realizar la autenticación de usuario. "
Openings,Vacantes
Opthalmic,Oftálmico
Option,Opcion
"Option to save method of document storage.","Opción para guardar el método de almacenamiento de documentos."
"Option to support inventory and sales of products","Opción para soporte de inventario y ventas de productos"
Optional,Opcional
"Optional Destination Name","Nombre de destino opcional"
"Optional category name for an ID Card image that can be viewed from the patient summary page.","Nombre de la categoría opcional para una imagen de la tarjeta de identificación que se puede ver desde la página de resumen del paciente."
"Optional category name for photo images that can be viewed from the patient summary page.","Nombre de la categoría opcional para una imagen de foto que se puede ver desde la página de resumen del paciente."
"Optional category name of a document to link to from the patient summary page. Lets you click on a patient name to see their ID card.","Nombre de la categoría opcional de un documento para vincular desde la página de resumen del paciente. Haga click en el nombre del paciente para ver su tarjeta de identificación."
"Optional default range for manual entry of results","Rango por defecto opcional para la entrada manual de los resultados"
"Optional default units for manual entry of results","Unidades opcionales por defecto para la entrada manual de los resultados"
"Optional drug name, use % as a wildcard","Nombre opcional de medicamento, use % como comodín "
"Optional information about this event","Información opcional sobre este evento"
"Optional lot number, use % as a wildcard","Opcional número de lote, usar % como un comodin"
"Optional numeric patient ID","Nº Identificación Numérico opcional del paciente "
"Optional procedure code","Código opcional del procedimiento "
"Optional procedure/service code","Código procedimiento/servicio opcional"
Options,Opciones
Or,ó
"Or Out To","O hacia fuera a "
"Or upload ERA file:","O cargar archivo ERA:"
Oral,"Oral "
"Oral mucosa pink, throat clear","Mucosa oral rosada, garganta clara"
Order,Orden
"Order Catalog","Catálogo de órdenes"
"Order Date","Fecha pedido"
"Order From","Formulario de pedido"
"Order Name","Nombre pedido"
"Order Priorities","Solicitud Prioridades"
"Order Processor","Orden de Procesamiento"
"Order Statuses","estatus de la orden"
"Order Type","tipo de orden"
"Order and Result Types","Orden y tipo de resultados"
"Order must be a number between 1 and 999","Orden debe ser un número entre 1 y 999 "
"Order/Result Type","Tipo de orden/resultado"
Ordered,Ordenado
"Ordering Provider","Profesional que ordeno"
"Organ injury","Lesión de órganos"
Organization,Organización
"Organization Name","Nombre de organización"
"Organizational Unit Name","Nombre de la unidad organizacional"
Organizations,Organizaciones
"Orientated x 3","Orientada x 3"
Original,Original
Orthopnea,Orthopnea
Osetoarthritis,Osteoartritis
Other,Otro
"Other (specify)","Otro (especifique) "
"Other - Specified","Otros - especificado"
"Other Federal Program","Otro Progama Federal"
"Other HCFA","Otro HCFA"
"Other Liability Insurance is Primary","Otro Seguro de Responsabilidad Civil es Primario"
"Other Non-Federal Programs","Otros programas No-Federales "
"Other Notes","Otras Notas "
"Other Pertinent Symptoms","Otros síntomas pertinentes"
"Other Pertinent Symptoms:","Otros síntomas pertinentes:"
"Other Surgical","Otro Quirúrgico"
"Other injury not elsewhere specified","Otra lesión en otra parte especificada"
"Other pt resp","Otra respuesta del paciente"
"Other stress/Over use injury","Otros tipos de estrés/lesión por sobreuso"
"Other/Generic Abortion-Related","Otro/Genérico relacionado con Aborto"
Others,Otros
"Ottawa Ankle Rules","Reglas de tobillo de Ottawa"
"Out Of Office",Salida
"Outbound Referral","Derivación de salida"
Outcome,Resultado
Outlook,Outlook
Overuse,Sobreuso
Overview,"Información General"
Overweight,"Sobrepeso "
"Overwrite HIPAA choice","Sobrescribir la elección HIPAA"
"Oxygen Saturation","Saturación del Oxígeno "
P,P
PATIENT,PACIENTE
PCP,PCP
PDF,PDF
"PDF Download Selected Statements","Descargar PDF de seleccionados"
PG,PG
"PHP CURL module should be enabled in your server.","Módulo PHP CURL debe estar activado en su servidor."
"PHP compressed","PHP comprimida"
"PHP extracted","Extraído de PHP"
"PHP-gacl is not installed","controles de acceso de PHP-GACL are desactivados."
PID,PID
"PID (Pelvic Inflammatory Disease)","PID (enfermedad pélvica inflamatoria)"
"PLEASE ENABLE CURL EXTENSION","POR FAVOR ACTIVE LA EXTENSIÓN CURL"
"PLEASE ENABLE OPENSSL EXTENSION","POR FAVOR ACTIVE LA EXTENSIÓN OPENSSL"
"PLEASE ENABLE SOAP EXTENSION","POR FAVOR ACTIVE LA EXTENSIÓN SOAP"
"PLEASE ENABLE XML EXTENSION","POR FAVOR ACTIVE LA EXTENSIÓN XML"
PM,PM
"PM Program","PM Program"
PND,PND
"POS Code","Código de POS"
"PPE + Prev Med/Surg Hx","PPE+ Prev Med/Surg Hx"
PQRI,"PQRI (Iniciativa Informe Calidad Médica)"
"PQRI Registry ID","Registro ID PQRI"
"PQRI Registry Name","Registro Nombre PQRI"
PSA,PSA
"PT Student, or leave blank","PT Estudiante, o dejar en blanco"
PT_CITY,PT_CIUDAD
PT_DOB,PT_FDN
PT_FNAME,PT_NOMBRE
PT_LNAME,PT_APELLIDO
PT_MNAME,PT_NOMBRE
PT_POSTAL,PT_POSTAL
PT_STATE,PT_ESTADO
PT_STREET,PT_CALLE
"Pacific Islander","Isleño del Pacifico"
Paedeatric,Pediátrico
Page,Página
Pages,Páginas
Paid,Pago
"Paid Amt","Importe pagado"
"Paid Via","Pagado Via"
"Paid amount that you will allocate","Cantidad pagada que usted asignará "
Pain,Dolor
Palpitation,"Palpitaciones "
"Pap Smear","Prueba de Papanicolaou "
Paper,Papel
"Paper Size","Tamaño papel"
Paralysis,"Parálisis "
"Parse HL7","Analizar HL7"
Partner,Socio
"Partner Name","Nombre Socio"
"Pass Phrase","Frase Contraseña"
"Pass phrase to decrypt document","Frase Contraseña para desencriptar documento"
"Passed Patients","Pacientes pasados"
"Passive Alert","Alerta Pasiva"
"Passive Alert Rules","Reglas de Alerta Pasiva"
Password,"Contraseña "
"Password Change","Cambio de la contraseña "
"Password Expiration Grace Period","Periodo de Gracia de Expiración de Contraseña"
"Password change successful.","Cambio de contraseña con éxito."
"Password for Phone Gateway. Automated VOIP service provided by Maviq. Please visit http://signup.maviq.com for more information.","Contraseña para puerta de enlace telefónico. Servicio automático de VOIP desarrollado por Maviq. Por favor visite http://signup.maviq.com para más información."
"Password for SMS Gateway","Contraseña para puerta de enlace SMS."
"Password for SMS Gateway.","Contraseña para puerta de enlace SMS."
"Password security has recently been upgraded.","Contraseña de seguridad ha sido recientemente actualizada."
"Password to connect to CouchDB","Contraseña para conectar a CouchDB"
Password:,"Contraseña "
"Past Due",Vencimiento
"Past Due Interval (Clinical Reminders)","Intervalo Vencido (Recordatorios clínicos)"
"Past Due Interval (Patient Reminders)","Intervalo Vencido (Recordatorios Paciente)"
"Past Encounter List","Lista de visitas anteriores"
"Past Encounters","Anteriores visitas"
"Past Encounters and Documents","Anteriores visitas y Documentos"
"Past Encounters for","Anteriores visitas de"
"Past due",Vencimiento
"Paste HL7 Data","Pegar datos HL7 "
"Paste the data to import into the text area below:","Pegar los datos de importación en el área de texto a continuación:"
Pat,Paciente
Patch,Parche
"Path for Event Log Backup","Ruta de backup del log de eventos"
"Path to CA Certificate File","Ruta del fichero de certificado CA"
"Path to CA Key File","Ruta del fichero clave CA"
"Path to MySQL Binaries","Ruta de ficheros binarios MySQL"
"Path to Perl Binaries","Ruta de ficheros binarios Perl"
"Path to Temporary Files","Ruta de los ficheros temporales"
Patient,Paciente
"Patient Address","Dirección del paciente"
"Patient Address is missing","Falta la dirección del paciente"
"Patient Allergies","Alergias del Paciente"
"Patient Appointment","Cita del Paciente"
"Patient Balance","Balance de paciente"
"Patient Checkout","Comprobación de paciente"
"Patient Checkout for ","Liquidación de paciente por "
"Patient City","Ciudad del Paciente"
"Patient City is missing","Falta la ciudad del paciente"
"Patient Communication sent","Comunicación Enviada al Paciente"
"Patient Comunication Sent","Comunicación Enviada al Paciente"
"Patient Country","Pais del Paciente "
"Patient Country is missing. Also you have not set default Patient Country in Global Settings","Falta la ciudad del paciente. Tampoco ha configurado la ciudad del paciente por defecto en la configuración global"
"Patient Coverage","Cobertura de paciente"
"Patient DOB","F.Nacimiento del Paciente "
"Patient Data","Datos del Paciente"
"Patient Date Of Birth is missing","Falta la F.Nacimiento del paciente"
"Patient Details","Detalles del Paciente"
"Patient Document","Documentos del Paciente"
"Patient Education","Material Educativo para el Paciente"
"Patient Education Materials","Materiales educativos para pacientes"
"Patient Encounter","Encuentros del Paciente"
"Patient Encounter Form","Formulario de Encuentros del Paciente"
"Patient Encounters","Encuentros de Pacientes"
"Patient Finder","Buscador de pacientes"
"Patient First name","Nombre del Paciente "
"Patient First name is missing","Falta el nombre del paciente"
"Patient Gender","Género del Paciente "
"Patient Gender is missing","Falta el género del paciente"
"Patient History","Historia del Paciente"
"Patient History / Lifestyle","Historia del Paciente/Estilo de Vida"
"Patient Home phone","Teléfono Casa del Paciente"
"Patient ID","ID Paciente"
"Patient ID Category Name","Nombre categoría ID paciente"
"Patient ID card","Nº Identificación Tarjeta del Paciente "
"Patient Id","Nº Identificación del Paciente"
"Patient Immunization","Inmunización del paciente"
"Patient Information","Información de Pacientes"
"Patient Instructions","Instrucciones al paciente"
"Patient Insurance Distribution","Distribución de pacientes de Seguros "
"Patient Insurance Distribution Report","Informe de distribución de seguros de pacientes "
"Patient Issues","Cuestiones del Paciente"
"Patient Last name","Apellido(s)del Paciente"
"Patient Last name is missing","Falta el apellido del paciente"
"Patient List","Lista de Pacientes"
"Patient List Columns","Columnas Lista de Pacientes"
"Patient List New Window","Nuevas ventanas Lista de Pacientes"
"Patient List Page Size","Tamaño página Lista de Pacientes"
"Patient Lookup Errors","Errores de búsqueda de pacientes"
"Patient Medical Problems","Problemas Médicos del Paciente"
"Patient Medications","Medicamentos del Paciente"
"Patient Name","Nombre del Paciente"
"Patient Name & Address","Nombre y Dirección del Paciente "
"Patient Name Required","Nombre de Paciente Requerido"
"Patient Note","Nota del paciente"
"Patient Note Types","Nota de tipos de pacientes"
"Patient Notes","Notas del Paciente"
"Patient Notes (write,addonly optional)","Notas del paciente (escribir, sólo añadir opcional) "
"Patient Number","Número del Paciente"
"Patient Payment","Pago del paciente"
"Patient Photo Category Name","Nombre de Categoría de Foto del Paciente"
"Patient Portal","Portal del Paciente"
"Patient Portal Login","Inicio sesión Portal del Paciente"
"Patient Portal Web Address","Sitio web del Portal del Paciente"
"Patient Portal is turned off","Portal del Paciente está apagado"
"Patient Printed Report","Informe Impreso del Paciente"
"Patient Record Report","Informe de registros de paciente "
"Patient Record Request","Solicitud de registros de paciente"
"Patient Records Request","Solicitud de registros de paciente"
"Patient Reminder","Recordatorios del paciente"
"Patient Reminder Batch Job","Batch Recordatorio del Paciente"
"Patient Reminder Rules","Reglas Recordatorio del Paciente"
"Patient Reminder Sender Email","email Remitente de Recordatorio del Paciente"
"Patient Reminder Sender Name","Nombre Remitente de Recordatorio del Paciente"
"Patient Reminders","Recordatorios del Paciente"
"Patient Report","Informe del Paciente"
"Patient Request","Solicitud del Paciente"
"Patient Requested Medical Records","Paciente solicitó Registros Médicos"
"Patient Results","Resultados del paciente"
"Patient Search Results Style","Estilo de resultados de búsqueda de paciente"
"Patient Search/Add Screen","Pantalla Buscar/añadir paciente"
"Patient Setting","Ajustes paciente"
"Patient State","Estado paciente"
"Patient Summary","Resumen del Paciente "
"Patient Transactions","Transacciones del Paciente"
"Patient Zip","Código Postal paciente"
"Patient allergies","Alergias del Paciente"
"Patient chart ID","Nº Identificación del gráfico del paciente "
"Patient has not authorized the Patient Portal.","Paciente no autorizado al Portal del paciente"
Patient/Client,Paciente/Cliente
Patient:,Paciente:
PatientID,PacienteID
Patients,Pacientes
Pay,Pago
"Pay Date:","Fecha de Pago:"
"Pay Status","Estado de Pago"
"Pay attention to the ""Done with"" checkboxes.  After the insurances are marked complete then we will start asking the patient to pay the remaining balance; if you fail to mark all of the insurances complete then the remaining amount will not be collected! ","Preste atención a la ""Hecho con"" casillas de verificación. Después de los seguros están marcados completa luego empezaremos a pedir a la paciente a pagar el saldo restante, si usted no marca la totalidad de los seguros luego completar la cantidad restante no serán recogidos! También si hay un equilibrio que el paciente debe pagar, a continuación, establezca la fecha apropiada, ya que esto afecta a la lengua que aparece en las declaraciones del paciente. "
"Payee Name","Nombre del beneficiario"
Payer,Pagador
"Payer Type","Tipo Pagador "
Paying,Pagar
"Paying Entity","Entidad pagadora"
Payment,Pago
"Payment Adjustment Code","Código ajuste pago"
"Payment Amount","Importe pago"
"Payment Amount must be Numeric","Importe pago debe ser numérico"
"Payment Category","Categoría pago"
"Payment Date","Fecha de Pago"
"Payment From","Pago desde"
"Payment Gateways","Pasarela de pagos"
"Payment Ins","Imputar pagos"
"Payment List","Lista de pagos"
"Payment Method","Método de Pago"
"Payment Sort By","Ordenar pagos por"
"Payment Status","Estado pagos"
"Payment Type","Tipo pagos"
"Payment against","Pago contra"
"Payment value for code ","Valor de pago para el código "
Payments,Pagos
"Pelvis and buttock","Pelvis y nalga"
Pemphigus,"Pénfigo "
Pending,"Pendiente "
"Pending F/U","Pendiente F/U"
"Pending Followup from Results","Seguimiento de resultados pendientes"
"Pending Orders","Ordenes pendientes"
"Pending Res","Ordenes pendientes"
"Pending Review","Revisión Pendientes"
"Pending Rx Count","Contador Recetas pendientes"
"Pending followup","Seguimento Pendiente"
"Pennington Firm OpenEMR  v","Pennington firme OpenEMR v"
"Peptic Ulcer Disease","La úlcera péptica "
"Per Nostril","Por las fosas nasales "
"Per Oris","Por Oris"
"Per Rectum","Por Recto"
Percent,Porcentaje
Percentile,Percentil
"Perforated Right:","Derecho Perforado:"
"Perform Search","Realizar la búsqueda"
"Perform this action","Realizar esta acción"
"Performance Percentage","Porcentaje Rendimiento"
"Performing Laboratory Facility","Centro q realiza los estudios de Lab."
Period,Periodo
"Period in days where a user may login with an expired password.","Periodo en días donde un usuario puede iniciar sesión con una contraseña caducada."
"Perioperative Care","Cuidados perioperatorios"
Peripheral,"Periférico "
Person,"Persona "
Personalize,Personalizar
Pharm,Farmacia
"Pharm Com Count","Pharm Com Count"
Pharmacies,Farmacias
Pharmacy,Farmacia
"Pharmacy Dispensary","Dispensario de la Farmacia "
Pheumothorax,Neumotorax
Phone,Teléfono
"Phone Call List report","Informe Lista de llamadas"
"Phone Gateway Password","Contraseña de la puerta de enlace telefónico"
"Phone Gateway URL","URL de la puerta de enlace telefónico"
"Phone Gateway Username","Usuario puerta de enlace telefónico"
"Phone Notification Hour","Hora notificación teléfono"
"Phone Number","Número de teléfono "
"Phone call list","Lista de llamadas de teléfono"
Photophobia,"Fotofobia "
Photos,Fotografías
"Physical Exam","Examen Físico"
"Physician Request","Solicitud de Médico"
"Physician Signature","Firma del Médico"
Physicians,Médicos
Pick,Seleccionar
"Pick a CSS theme.","Seleccionar un tema CSS"
"Pill Size","Tamaño de la Píldora"
Pills,Píldoras
"Place the database zip file in the following directory if want the option to install","Coloque el fichero de database zip en el siguiente directorio si quiere la opción de instalar"
"Place the downloaded ICD 10 database zip files into the following directory","Ponga el fichero zip de bbdd ICD 10 en la siguiente carpeta"
"Place the downloaded ICD 9 database zip file into the following directory","Ponga el fichero zip de bbdd ICD 9 en la siguiente carpeta"
"Place the downloaded RxNorm database zip file into the following directory","Ponga el fichero zip de bbdd RxNorm en la siguiente carpeta"
"Place the downloaded Snomed database zip file into the following directory","Ponga el fichero zip de bbdd Snomed en la siguiente carpeta"
Placeholder,"Marcador de posición "
"Placeholder (Maintains empty ACLs)","Marcador de posición (Mantiene vacia ACL) "
"Plain Text","Texto sin Formato"
Plan,Plan
"Plan Name","Nombre del Plan"
"Plan Set","Ajuste Planes"
Plan:,Plan:
Plans,Planes
Player,Jugador
"Playing Position","Posición de juego"
"Please Choose a file","Por favor, elige un fichero"
"Please Click download button to download the De Identified data","Por favor click en el botón Descargar para descargar los datos de DE identificación"
"Please Click download button to download the Re Identified data","Por favor click en el botón descargar para descargar los datos de Re-identificación"
"Please Enter a New Password","Por favor introduzca una Nueva Contraseña"
"Please Fill the Check Number","Por favor rellene el número de cheque"
"Please Fill the Check/Ref Number","Por favor rellene el número Check/Ref"
"Please Fill the Date","Por favor rellene la fecha"
"Please Fill the Payment Amount","Por favor rellene el importe del pago"
"Please Fill the Payment Category","Por favor rellene la categoría del pago"
"Please Fill the Payment From","Por favor rellene la procedencia del pago"
"Please Fill the Post To Date","Por favor rellene la casilla de la Fecha"
"Please Note: constants are case sensitive and any string is allowed.","Note que las constantes son sensibles a mayúsculas y minúsculas y se permite cualquier cadena. "
"Please Select","Por favor seleccione"
"Please Select A Recipient","Por favor Seleccione un Destinatario"
"Please Select Type Of Payment.","Por favor seleccione el tipo de pago."
"Please Select a Patient.","Por favor seleccione un Paciente"
"Please Select the Payment Method","Por favor seleccione la Forma de Pago"
"Please call if any of the above information is incorrect","Favor de llamar si la informacion arriba es incorrecta"
"Please change your password.","Favor de cambiar palabra clave"
"Please choose a patient","Por favor, elige un paciente"
"Please choose a valid selection from the list.","Por favor, elija una selección válida de la lista."
"Please choose a valid selection.","Favor elegir selecion valida"
"Please choose a value for","Por favor, elija un valor para"
"Please choose date range criteria above, and click Refresh to view results.","Por favor elija el rango de fechas, y haga click en refrescar para ver los resultados."
"Please choose the proper formatted EDI-271 file","Por favor elegir el formato adecuado del fichero EDI-271"
"Please close this window.","Por favor, cierre esta ventana. "
"Please compare the new name","Por favor, comparar el nuevo nombre"
"Please create the following directory before proceeding","Por favor cree la siguiente carpeta antes de proceder"
"Please do NOT use your browsers stop or reload button while this page is running unless more than 10 minutes have elapsed, this will not cause the process to  stop on the server and will consume uneccesary resources.","Por favor, no utilice su navegador botón de parada o recarga, mientras que esta página está funcionando a menos que más de 10 minutos han transcurrido, esto no causa para detener el proceso en el servidor y se consumen innecesario recursos."
"Please do not accept this prescription unless it was received via facimile.","No acepte por favor esta prescripción a menos que fuera recibida vía facimile. "
"Please do not accept this prescription unless it was received via facsimile.","Favor de no aceptar esta receta a menos que fuera recibida por fax"
"Please enter a date for Last Reviewed.","Favor de entrar fecha de la ultima revision"
"Please enter a date.","Por favor introduzca la fecha"
"Please enter a due date","Por favor introduzca una fecha de vencimiento"
"Please enter a message","Por favor introduzca un mensaje"
"Please enter a monetary amount using only numbers and a decimal point.","Por favor, introduzca un importe monetario, utilizando sólo números y un punto decimal."
"Please enter a title!","Por favor, escriba un título!"
"Please enter correct Re Identification code","Por favor introduzca el código de Re-identificación correcto"
"Please enter new search string","Por favor, introduzca el dato de la nueva búsqueda"
"Please enter the correct Re Identification code","Por favor introduzca el código de re-identificación"
"Please enter the password","Por favor introduzca contraseña"
"Please fill them in before continuing.","Favor de llenar antes de continuar"
"Please indicate visit reason","Por favor indique el motivo de la visita"
"Please input search criteria above, and click Submit to view results.","Favor digitar criterios de busqueda, luego Selecciona para ver resultados"
"Please input search criteria above, and click Submit to view results. (Results will be displayed in a pop up window)","Por favor introduzca los criterios de búsqueda arriba, y haga click en aceptar para ver los resultados. (Los resultados serán mostrados en una ventana emergente)"
"Please login again.","Por favor inicie sesión de nuevo"
"Please note that this can take a very long time, up to several minutes, your web browser may not appear very active during this time but generating a bill is a  complicated process and your web browser is merely waiting for more information.","Por favor tenga en cuenta que esto puede tomar mucho tiempo, hasta varios minutos, el navegador web puede no aparecer muy activo durante este tiempo, pero la generación de una factura es un proceso complicado y su navegador web está a la espera de más información."
"Please only use alphabetic characters","Por favor, utilice únicamente caracteres alfabéticos "
"Please only use alphabetic characters with no spaces","Por favor, utilice únicamente caracteres alfabéticos sin espacios"
"Please pay this amount","Por favor, pagar esta cantidad "
"Please place your install files in following directory","Por favor ponga sus ficheros de instalación en la siguiente carpeta"
"Please refer to","Favor de referise a"
"Please reset the password.","Por favor, reinicie la contraseña."
"Please restart the apache server before playing with de-identification","Por favor resetear el servidor apache antes de intentar la finalización de sesión"
"Please select X12 partner, required to create the 270 batch","Por favor seleccione socio X12, requerido para crear el batch 270"
"Please select a Primary Business Entity facility with 'Tax ID' as your facility Tax ID. If you are an individual practitioner, use your tax id. This is used for identifying you in the NewCrop system.","Por favor seleccione una entidad de negocio primario con 'C.I.F.' como su centro 'C.I.F.'. Si usted es autónomo, ponga su 'C.I.F.'. Será usado para identificarle en el sistema NewCrop."
"Please select a language","Por favor seleccione un idioma"
"Please select a start date and end date","Por favor seleccione la fecha de inicio y fin"
"Please select a valid recipient","Por favor Seleccione un Destinatario válido"
"Please select an adjustment reason for code ","Por favor, seleccione un razón de ajuste para el código "
"Please select an event","Por favor, seleccione un evento"
"Please select any Search Option.","Por favor seleccione una Opción de Búsqueda"
"Please select at least one prescription!","Favor seleccionar al menos una receta"
"Please select the desired pages to copy or forward:","Por favor, seleccione las pags. que desee copiar o reenviar: "
"Please set","Por favor ajuste"
"Please set de_identification_config variable back to zero","Por favor ponga la variable de_identification_config a cero"
"Please start new De Identification process","Por favor inicie un nuevo proceso de De identificación"
"Please upgrade OpenEMR Database to include De Identification procedures, function, tables","Por favor actualice la base de datos OpenEMR para incluir procedimientos, funciones, tablas para De identificación"
"Please view De Identification error log table for more details","Por favor, consulte la tabla de log de errores de De Identificación para más detalles"
"Please visit De Identification screen after some time","Por favor visite la pantalla de Re-Identificación después de algún tiempo"
"Please visit Re Identification screen after some time","Por favor visite la pantalla de Re-Identificación después de algún tiempo"
"Please visit the screen after some time","Por favor visite la página pasado algún tiempo"
"Pmt Method","Método de pago"
"Pneumococcal Conjugate 1","Conjugado Neumocócico 1 "
"Pneumococcal Conjugate 2","Conjugado Neumocócico 2"
"Pneumococcal Conjugate 3","Conjugado Neumocócico 3"
"Pneumococcal Conjugate 4","Conjugado Neumocócico 4"
"Pneumococcal Vaccine","vacuna contra el neumococo"
"Pneumonia Vaccination","Vacunación Neumonía"
"Pneumonia Vaccination Status for Older Adults","Estado de vacunación de neumonía de adultos mayores"
"Pneumonia Vaccination Status for Older Adults (CQM)","Estado de vacunación de neumonía de adultos mayores (GCC)"
Podiatric,Podológica
"Point of Service (POS)","Punto del servicio (posición) "
Policy,Póliza
"Policy No","Póliza Nº"
"Policy Number","Número Póliza"
Polish,Polaco
Polydypsia,"Polidipsia "
Polyps,Pólipos
Polyuria,"Poliuria "
"Poor Appetite","Falta de Apetito "
"Poor Circulation","Pobre Circulación "
"Poor Hearing","Déficit auditivo"
"Pop ups need to be enabled to see these reports","Se requieren Pop-ups activos para ver estos reportes"
"Populate the year view with events?","¿Rellenar la vista del año con eventos?"
Popups,"Menús emergentes"
Portal,Portal
"Portal Activity","Actividad del Portal"
Portuguese,Portugués
"Portuguese (Brazilian)","Portugués (Brasileño)"
"Portuguese (European)","Portugués (Europeo)"
Positive,Positivo
Positives,Positivos
"Post For","Enviar por"
"Post Nasal Drip","Goteo nasal posterior "
"Post Payments","Enviar pagos"
"Post To Date","Publicar en fecha"
"Post To Date Cannot be greater than Today","Publicar en fecha no puede ser mayor que hoy"
"Post To Date Must be greater than the Financial Close Date.","Publicar en fecha debe ser mayor que la fecha de cierre financiero"
"Post surgical","Post-quirúrgico "
"Post to accounting and mark as billed","Publique en la contabilidad y marque como facturado "
"Post-Abortion Care","Cuidado del Post-Aborto "
"Post-Abortion Contraception","Contracepción del Post-Aborto "
"Post-Abortion Counseling","Asesoramiento del Post-Aborto "
"Post-Abortion Followup","Seguimiento Post-Aborto "
PostCalendar,PostCalendar
"PostCalendar Administration","Administración del PostCalendar"
"PostCalendar Category Settings","Configuración de la Categoría PostCalendar "
"PostCalendar Global Settings","Configuración Global de PostCalendar"
Postal,Postal
"Postal Code","Código Postal"
"Postal code","Código Postal"
"Posted on","Publicado en"
"Posting Date","Fecha de Envío"
"Powered by","Desarrollado por"
Practice,Práctica
"Practice Default Setting","Práctica establecida por defecto"
"Practice Settings","Configuración de la práctica"
Practitioner,Prestador
"Pre Pay","Pago anticipado"
"Pre Payment",Prepago
"Pre-Abortion Consultation","Consulta del Pre-Aborto "
"Pre-Abortion Counseling","Asesoramiento del Pre-Aborto "
"Pref Cat","Categoría Pref"
Preferences,Preferencias
"Preferred Event Category","Categoría preferida del evento"
"Preferred Language","Lengua preferida "
"Preferred Pharmacy","Preferencia Farmacia"
"Preferred Provider Organization (PPO)","Organización de Proveedor Preferido (PPO)"
"Preg Test","Prueba de embarazo"
Preliminary,Preliminar
Prepay,"Pague por Adelantado"
Prescription,"Prescripción "
"Prescription History","Histórico de Prescripciones"
"Prescription History import successfully completed","Importación de Histórico de Prescripciones completado"
"Prescription Label","Etiqueta de la prescripción"
"Prescription Report","Informe de Prescripción"
Prescriptions,Prescripciónes
"Prescriptions Report","Informe de las prescripciones "
"Prescriptions and Dispensations","Prescripciones y dispensaciones "
"Prescriptions and other referrals","Recetas y otras referencias "
"Prescriptions and/or referrals by specialist","Prescripciones y/o remisiones del especialista "
Prescriptions/Referrals,Prescripciones/remisiones
Present,Presente
"Presenting Complaint","Presentación de queja"
"Press Continue to proceed","Pulse Continuar para proseguir"
"Presumed Diagnosis","Presunción de Diagnóstico"
"Presumed diagnosis by specialist","Presunción de Diagnóstico por el especialista "
Prev,Previa
"Prev Med/Surg Hx","Prev Med/Surg Hx"
"Prev. month (hold for menu)","Mes anterior. (Presione para menu)"
"Prev. year (hold for menu)","Año anterior (Presione para el menu)"
"Preventative Care","Cuidado Preventivo"
"Preview Event","Vista previa del evento"
"Preview of","Previsualización de"
Previous,Anterior
"Previous Consultations","Consultas Anteriores"
"Previous Day","Dia Anterior"
"Previous History/Screening","Historia Anterior/Tamizaje"
"Previous Month","Mes Anterior"
"Previous Week","Semana Anterior"
Price,Precio
"Price Discounting","Precio de descuento"
"Price Level","Nivel de Precio"
"Price Level:","Nivel de Precio:"
Prices,Precios
Primary,Primaria
"Primary Business Entity","Entidad de negocios primaria"
"Primary Business Entity tax id is used as account id for NewCrop ePrescription. Changing the facility will affect the working in NewCrop.","La entidad de negocio primaria es usada como cuenta Id para la ePrescipción. Cambiando el centro afectará al funcionamiento en NewCrop. "
"Primary Ins","Seguro Primario"
"Primary Insurance","Seguro Primario "
"Primary Insurance Data","Datos Primarios del Seguro "
"Primary Insurance Provider","Proveedor Primario del Seguro "
"Primary Provider","Proveedor de primaria "
Print,Imprime
"Print (HTML)","Imprimir (HTML)"
"Print (PDF)","Imprimir (PDF)"
"Print Any Encounter","Imprimir cualquier encuentro"
"Print Blank Referral Form","Imprimir el formulario de remisión en blanco"
"Print Command","Comando Imprimir"
"Print Format","Imprimir el Formato"
"Print Four Panel","Imprimir cuatro paneles"
"Print Multiple","Imprimir Múltiples"
"Print Multiple To Fax","Para imprimir múltiples Fax "
"Print Notes","Imprimir notas"
"Print Page 1","Imprimir Página 1 "
"Print Page 2","Imprimir Página 2 "
"Print Receipts by Provider","Impresión Receta por Facultativo"
"Print Record","Grabar Imprimir "
"Print Selected Statements","Imprimir estados seleccionados"
"Print Shot Record","Registro de tiro impresión"
"Print This Encounter","Imprimir este encuentro"
"Print This Note","Imprimir Esta Nota"
"Print To Fax","Imprimir Fax "
"Print View","Ver Imprenta"
"Print message","Mensaje Imprimir"
