constant_name,definition
"Ultrasonography ",Ultrasonografía
Unassigned,"No asignado"
"Unavailable at Clinic","No disponible en clínica"
Uncategorized,"Categoría no asignada"
"Undo Checkout","Deshacer cierre visita"
Unemployed,Desempleado
"Unique Clients","Clientes únicos (no repetidos)"
"Unique New Clients","Clientes únicos nuevos"
Unit,Unidad
Units,Unidades
"units, $ ","unidades, $"
University,"Educación Superior"
Unknown,"No asignado"
Unregistered,"No registrado"
Unspecified,"No especificado"
"Unspecified - No Reason Provided","No especificada - No se dio una razón"
"Unspecified Type of Abortion","Tipo de aborto no especificado"
until,Hasta
"Up to",Hasta
"Up to:",Hasta
"Upcoming Appointments","Citas próximas"
update,Actualizar
UPIN:,UPIN:
Upload,Carga
"Upload configuration data","Cargar datos de configuración"
"Upload Document","Cargar documento"
Urgency:,Emergencia
"Urine Test for HIV","Prueba de orina para VIH"
"Urography ",Urografía
Urology,Urología
"Urology Basic History","Historia básica de urología"
"Urology Tests","Test urológico"
User,Usuario
"User & Group Administration","Administracion de Usuarios y Grupos"
"User Administration","Admon Usuarios"
"User defined","Definido por usuario"
"User Manual","Manual del sistema"
"User Memberships",Membresía
User:,Usuario:
Username,"Nombre de Usuario"
Username:,"Nombre de Usuario"
Users,"Administrar Usuarios"
Vaccinations,Vacunas
"Vaginal Ring (1 month)","Anillo vaginal (1 mes)"
Validation:,Validación
Value,Valor
"Varicella 1","Varicela 1"
"Varicella 2","Varicela 2"
Varicocele,Varicocele
"Varicose Veins","Venas varicosas"
Vendor,Vendedor
Vertigo,Vértigo
view,Vista
"View Comprehensive Patient Report","Ver Registro Detallado de Cliente"
View:,Vista
"Viral Load","Carga viral"
Visit,Visita
"Visit Category:","Categoría de Visita"
"Visit date","Fecha Visita"
"Visit Forms","Formas para Visitas"
Visits,Visitas
"Visits from","Visitas desde"
"Visits From:","Visitas desde"
"Visits Report","Reporte de visitas"
"Vital Signs Recorded","Signos vitales registrados"
Vitals,"Signos Vitales"
"Vitals (Metric)","Signos Vitales (métrico)"
"Void and Return to Checkout","Anular recibo y abrir Visita"
"Voluntary Surgical Contraception",AQV
"Waist Circumference","Circunferencia de la cintura"
Warehouse,Bodega
Warm,Templado
Warning,Alerta
"Warning: A visit was already created for this patient today!","Alerta: Hoy ya fue creada una visita para este cliente"
"Warning: Source and target facilities differ. Continue anyway?","Bodegas ubicadas en diferentes clínicas. Desea realizar la transferencia?"
"Warning: there is no service matching the contraceptive product.","Advertencia: No hay un servicio provisto que coincida con el producto anticonceptivo"
Warnings,Alertas
Weakness:,Debilidad
Wednesday,Miércoles
"Week View",Semana
Weight,Peso
"Weight Change","Cambio de peso"
"Western Blot Assay","Ensayo Western Blot"
Who,Quien
Widowed,"Viudo (a)"
"With whom may we leave a message?","¿A quién dejamos el mensaje?"
"Without Schooling","Sin Escolaridad"
"Without Update","Sin actualizar"
Witness,Testigo
"Women Only","Sólo mujeres"
"Work Phone","Tel Trabajo"
"Work Phone Number","Teléfono del trabajo"
"Work Phone:	","Tel Trabajo"
X-Ray,"Rayos X"
"Year View",Año
Years,Años
"Years of Education","Años de Educ"
"Years of Education:","Años de Educ"
Yes,SÍ
"Yes, Delete and Log","Sí, borrar y registrar"
Zip,CP
"Zip Code","Codigo Postal"
"Zip Code:","Codigo Postal"
"[Add as New]",Agregar
"[Add Issue]","Agregar patología"
"[Add New Note]","Agregar Nueva Nota"
[Add],Agretar
[All],Todo
"[Change Activity]","Cambiar actividad"
"[Check All]","Revisar todo"
"[Clear All]","Limpiar todo"
[Delete],Borrar
[Edit],Editar
[Help],Ayuda
"[Leave The Form]","Salir de la forma"
"[Only Active]","Solo activos"
"[Only Inactive]","Solo inactivos"
[pick],Seleccionar
[Refresh],Actualizar
[Save],Guardar
[Update],Actualizar
"~ Arrived late","~ Llegó tarde"
