constant_name,definition
"Note: 12:00 noon is PM, not AM","Nota: 12:00 mediodía es PM, no AM"
"Note: This code was not entered by an authorized user. Only authorized codes may be uploaded to the Open Medical Billing Network for processing. If you wish to upload these codes, please select an authorized user here.","Nota: este código no fue ingresado por un usuario autorizado. Sólo los códigos autorizados pueden ser subidos a la Red Abierta de facturación médica para su procesamiento. Si desea cargar estos códigos, por favor, seleccione un usuario autorizado aquí."
Notes,Notas
"Notes - any encounters (write,addonly optional)","Notas - cualquier encuentros (escribir, sólo añadir opcional) "
"Notes - my encounters (write,addonly optional)","Notas - mis encuentros (escribir, sólo añadir opcional) "
"Notes not authorized","Notas no autorizados"
"Nothing Recorded","Nada Grabado"
"Nothing to import for Allergy","Nada que importar para alergia"
"Nothing to import for Prescription","Nada que importar para receta"
"Nothing to show","Nada que mostrar"
"Nothing was selected","Nada fue seleccionado"
Notification,Notificación
"Notification Email Address","Email para Notificación"
Notifications,Notificaciones
"Notify Admin About Event Submission/Modification?","Notificar Administrador Acerca del Evento de presentación / Modificación? "
Nov,Nov
November,Noviembre
"Now posting for:","Ahora, la publicación de:"
"Now printing","Imprimiendo ahora"
"Now printing $stmt_count statements and updating encounters.","Ahora impresión $ stmt_contra declaraciones y actualización de los encuentros. "
"Now printing $stmt_count statements and updating invoices.","Ahora declaraciones de la impresión $stmt_contra y facturas de la puesta al día. "
"Now printing $stmt_count statements; encounters will not be updated.","Ahora declaraciones de la impresión $stmt_contra; los encuentros no serán actualizados. "
"Now printing $stmt_count statements; invoices will not be updated.","Ahora declaraciones de la impresión $stmt_contra; las facturas no serán actualizadas. "
"Num Seg. Social",DNI
Number,Número
"Number labs","Número laboratorio"
"Number of C Sections","Núm. de cesáreas"
"Number of Induced Abortions","Núm. de abortos inducidos"
"Number of Live Births","Núm. de partos"
"Number of Living Children","Núm. de hijos vivos"
"Number of Stillbirths","Núm. de mortinatos"
"Number of Vaginal Deliveries","Núm. de partos vaginales"
"Number of columns in year view.","Número de columnas en vista/año."
"Number of days that the client certificate is valid.","Número de días de validez para el certificado de cliente."
"Number of digits after decimal point for currency, usually 0 or 2.","Número de dígitos después del punto decimal, normalmente 0 o 2."
"Number of encounters to display per page.","Número de visitas por página"
"Number of games or events missed, if any","Número de partidas o eventos perdidos, si hay"
"Number of hours in advance to send Phone notification.","Número de horas de antelación para enviar notificaciones por teléfono."
"Number of hours in advance to send SMS notifications.","Número de horas de antelación para enviar notificaciones por SMS."
"Number of hours in advance to send email notifications.","Número de horas de antelación para enviar notificaciones por email."
"Number of past history columns","Número de columnas para historia pasada"
"Number of patients to display per page in the patient list.","Número de pacientes que mostrar por página en la lista de pacientes."
Numbness,"Entumecimiento "
Numerator,Numerador
"Numeric display order","Orden Númerico mostrado"
Nutrition,Nutrición
O.A.F.V.,O.A.F.V.
"O2 Sat","O2 sat"
OD,OD
OK,"Esta Bien"
"OK to link the GCAC issue dated","OK para vincular la cuestión de fecha GCAC "
OR,O
"OROPHARYNX: ","OROFARINGE: "
OS,OS
OU,OU
OUT,SALIDA
OVERDUE,VENCIDO
"Obesity I","Obesidad I "
"Obesity II","Obesidad II "
"Obesity III","Obesidad III "
Objective,Objetivo
Obstetric,Obstétrico
"Obstetric History","Historia obstétrica"
"Obstetric Tests","Test obstétrico"
"Obstetric services",Obstetricia
Obstetrics,Obstétrico
Occupation,Ocupación
Occurrence,Ocurrencia
Oct,Oct
October,Octubre
"Ofc Notes","Notas Oficina"
Off,Apagado
"Office Notes","Notas de la Oficina"
"Office Notes (Back) ","Notas (atrás)"
"Office Notes (More)","Notas (Más)"
"Office Visit",Administrativa
"Official Clinical Quality Measures (CQM) Measure Groups","Medidas oficiales de calidad clínica (GCC) Grupos de medida"
"Offsite Https link for the Patient Portal.","Vínculo https para el Portal Externo del paciente."
"Offsite Https link for the Patient Portal.(Patient Link)","Vínculo Https para el Portal del Paciente Externo (Vínculo Paciente)"
"Offsite Patient Portal Password","Contraseña Portal del Paciente Externo"
"Offsite Patient Portal Password(Put Blank If not Registered).","Contraseña Portal del paciente externo (Dejar en blanco si no está registrado)"
"Offsite Patient Portal Site Address","Sitio Web del Portal del Paciente Externo"
"Offsite Patient Portal Site Address (Patient Link)","Sitio web del Portal del Paciente Externo (Vínculo Paciente)"
"Offsite Patient Portal Username","Usuario del Portal del Paciente Externo"
"Offsite Patient Portal Username(Put Blank If not Registered).","Usuario del Portal del Paciente Externo (Dejar en blanco si no está registrado)."
Offspring,Hijos
Old,Viejo
"Old Clients","Clientes antiguos"
"Old fracture non / malunion","La fractura vieja no/malunion"
"Old style layout with no left menu","Diseño Estilo antiguo sin menú a la izquierda"
"Old-style static form without search or duplication check","Formulario viejo-estilo sin buscar o comprobar duplicados"
"Omit Employers","Omitir Empleador"
"Omit employer information in patient demographics","Omitir información empleador en demográficos del paciente"
"Omit form, route and interval which then become part of dosage","Omitir forma farm., vía e intervalo, que serán parte de la dosis "
"Omit insurance and some other things from the demographics form","Omitir seguro y otras cosas en el formulario de demograficos"
"Omit internal users?","¿Omitir usuarios internos?"
"Omit method of payment from the co-pay panel","Omitir método de pago para el panel de co-pago"
On,Activo
"On Hand",Existencias
"On Order",Pedidos
"On Site","En el sitio"
"Once the Primary Business Facility is set, it should not be changed. Changing the facility will affect the working in NewCrop ePrescription.","Una vez asignado el Centro para el negocio principal, no deberá ser cambiado. El cambio del Centro afectará al trabajo en NewCrop ePrescription."
"Once you change your password, you will have to re-login.","Una vez que cambie su contraseña, tendrá que volver a iniciar sesión."
"Online Support","Soporte en línea"
"Online Support Link","Vínculo de soporte online"
"Only Active","Sólo activa"
"Only Inactive","Sólo inactivo"
"Only Mine","Sólo mio"
"Only Show Diagnosis Reporting Codes","Sólo mostrar los Informes de códigos de diagnóstico"
"Only Show Service Code Finance Reporting Codes","Sólo mostrar Código de Servicio de Informes de Códigos de Finanzas"
"Only upload active prescriptions","Sólo subir las prescripciones activas"
"Onset of Illness:","Inicio Enfermedad: "
"Onset of Ilness: ","Inicio Enfermedad: "
"Onset of Swelling:","Inicio de Hinchazón:"
"Onset/hosp. date:","Fecha de Inicio/hospital.:"
"Onsite Patient Portal Site Address","Sitio Web del Portal del Paciente Interno"
Oops!,¡Uy!
Open,Abierta
"Open Today's Visit","Abrir la visita de hoy"
"Open Today`s Visit","Abrir visitas para hoy"
"Open in New Window","Abrir en ventana nueva"
"OpenEMR Database Upgrade","Actualización base de datos OpenEMR"
"OpenEMR Database Upgrade for De-identification","Actualización base de datos OpenEMR para De-identificación"
"OpenEMR Users","OpenEMR Usuarios "
"OpenEMR already has a Certificate Authority configured.","OpenEMR ya tiene un Certificado de Autoridad Configurado"
"OpenEMR does not recognize the incoming file in the contrib directory. This is most likely because you need to configure the release in the supported_external_dataloads table in the MySQL database.","OpenEMR no reconoce el archivo de entrada en el directorio contrib. Esto es probablemente porque necesita configurar la versión en la tabla supported_external_dataloads en la base de datos MySQL."
"OpenEMR must be configured to use certificates before it can create client certificates.","OpenEMR debe configurarse para usar certificado antes de poder crear cliente"
"OpenEMR requires Javascript to perform user authentication.","OpenEMR requiere Javascript para realizar la autenticación de usuario. "
"Opening Balance","Stock inicial"
Openings,Vacantes
Opthalmic,Oftálmico
Option,Opcion
"Option to save method of document storage.","Opción para guardar el método de almacenamiento de documentos."
"Option to support inventory and sales of products","Opción para soporte de inventario y ventas de productos"
Optional,Opcional
"Optional Destination Name","Nombre de destino opcional"
"Optional category name for an ID Card image that can be viewed from the patient summary page.","Nombre de la categoría opcional para una imagen de la tarjeta de identificación que se puede ver desde la página de resumen del paciente."
"Optional category name for photo images that can be viewed from the patient summary page.","Nombre de la categoría opcional para una imagen de foto que se puede ver desde la página de resumen del paciente."
"Optional category name of a document to link to from the patient summary page. Lets you click on a patient name to see their ID card.","Nombre de la categoría opcional de un documento para vincular desde la página de resumen del paciente. Haga click en el nombre del paciente para ver su tarjeta de identificación."
"Optional default range for manual entry of results","Rango por defecto opcional para la entrada manual de los resultados"
"Optional default units for manual entry of results","Unidades opcionales por defecto para la entrada manual de los resultados"
"Optional drug name, use % as a wildcard","Nombre opcional de medicamento, use % como comodín "
"Optional information about this event","Información opcional sobre este evento"
"Optional lot number, use % as a wildcard","Opcional número de lote, usar % como un comodin"
"Optional numeric patient ID","Nº Identificación Numérico opcional del paciente "
"Optional procedure code","Código opcional del procedimiento "
"Optional procedure/service code","Código procedimiento/servicio opcional"
Options,Opciones
Or,ó
"Or Out To","O hacia fuera a "
"Or upload ERA file:","O cargar archivo ERA:"
Or:,O
Oral,Boca
"Oral mucosa pink, throat clear","Mucosa oral rosada, garganta clara"
Order,Orden
"Order Catalog","Catálogo de órdenes"
"Order Date","Fecha pedido"
"Order From","Formulario de pedido"
"Order Name","Nombre pedido"
"Order Priorities","Solicitud Prioridades"
"Order Processor","Orden de Procesamiento"
"Order Statuses","estatus de la orden"
"Order Type","Tipo de Orden"
"Order and Result Types","Orden y tipo de resultados"
"Order must be a number between 1 and 999","Orden debe ser un número entre 1 y 999 "
"Order/Result Type","Tipo de orden/resultado"
Ordered,Ordenado
"Ordering Provider","Profesional que ordeno"
"Organ injury","Lesión de órganos"
Organization,Organización
"Organization Name","Nombre de organización"
"Organizational Unit Name","Nombre de la unidad organizacional"
Organizations,Organizaciones
"Orientated x 3","Orientada x 3"
Original,Original
Orthopnea,Orthopnea
Osetoarthritis,Osteoartritis
Other,Otros
"Other (specify)",Otro
"Other - Specified","Otros - especificado"
"Other Agencies","Otras agencias"
"Other Complications","Otras complicaciones"
"Other Federal Program","Otro Progama Federal"
"Other HCFA","Otro HCFA"
"Other Information","Otra informacion"
"Other Liability Insurance is Primary","Otro Seguro de Responsabilidad Civil es Primario"
"Other Non-Federal Programs","Otros programas No-Federales "
"Other Notes","Otras notas"
"Other Only","Sólo otros"
"Other Pertinent Symptoms","Otros síntomas pertinentes"
"Other Pertinent Symptoms:","Otros síntomas pertinentes"
"Other Surgical","Otro Quirúrgico"
"Other client","Otro(a) cliente"
"Other injury not elsewhere specified","Otra lesión en otra parte especificada"
"Other pt resp","Otra respuesta del paciente"
"Other services /non medical products","Otros servicios/productos no médicos"
"Other stress/Over use injury","Otros tipos de estrés/lesión por sobreuso"
"Other, Specify","Otros, especifique"
"Other/Generic Abortion-Related","Otro/Genérico relacionado con Aborto"
Others,Otros
"Ottawa Ankle Rules","Reglas de tobillo de Ottawa"
"Out Of Office",Salida
"Outbound External Referrals","Referencias externas - Enviar"
"Outbound Internal Referrals","Referencias internas - Enviar"
"Outbound Referral","Referencia externa"
Outcome,Resultado
"Outcome of Last Pregnancy","Resultado del último embarazo"
Outlook,Outlook
Overuse,Sobreuso
Overview,"Información General"
Overweight,"Sobrepeso "
"Overwrite HIPAA choice","Sobrescribir la elección HIPAA"
"Oxygen Saturation","Saturación de oxígeno"
P,P
PATIENT,PACIENTE
PCP,PCP
PDF,PDF
"PDF Download Selected Statements","Descargar PDF de seleccionados"
PG,PG
"PHP CURL module should be enabled in your server.","Módulo PHP CURL debe estar activado en su servidor."
"PHP compressed","PHP comprimida"
"PHP extracted","Extraído de PHP"
"PHP-gacl is not installed","controles de acceso de PHP-GACL are desactivados."
PID,EIP
"PID (Pelvic Inflammatory Disease)","(EIP) Enfermedad Inflamatoria Pélvica"
"PLEASE ENABLE CURL EXTENSION","POR FAVOR ACTIVE LA EXTENSIÓN CURL"
"PLEASE ENABLE OPENSSL EXTENSION","POR FAVOR ACTIVE LA EXTENSIÓN OPENSSL"
"PLEASE ENABLE SOAP EXTENSION","POR FAVOR ACTIVE LA EXTENSIÓN SOAP"
"PLEASE ENABLE XML EXTENSION","POR FAVOR ACTIVE LA EXTENSIÓN XML"
PM,PM
"PM Program","PM Program"
PND,PND
"POS Code","Canal en SGIe"
"PPE + Prev Med/Surg Hx","PPE+ Prev Med/Surg Hx"
PQRI,"PQRI (Iniciativa Informe Calidad Médica)"
"PQRI Registry ID","Registro ID PQRI"
"PQRI Registry Name","Registro Nombre PQRI"
PSA,"Antígeno prostático"
"PT Student, or leave blank","PT Estudiante, o dejar en blanco"
PT_CITY,PT_CIUDAD
PT_DOB,PT_FDN
PT_FNAME,PT_NOMBRE
PT_LNAME,PT_APELLIDO
PT_MNAME,PT_NOMBRE
PT_POSTAL,PT_POSTAL
PT_STATE,PT_ESTADO
PT_STREET,PT_CALLE
"Pacific Islander","Isleño del Pacifico"
Paedeatric,Pediátrico
Page,Página
Pages,Páginas
Paid,Pagado
"Paid Amt","Importe pagado"
"Paid Via","Pagado Via"
"Paid amount that you will allocate","Cantidad pagada que usted asignará "
Pain,Dolor
Pain:,Dolor
Palpitation,"Palpitaciones "
"Pap Smear","Prueba de Papanicolaou "
Paper,Papel
"Paper Size","Tamaño papel"
Paralysis,"Parálisis "
"Parse HL7","Analizar HL7"
Partner,Socio
"Partner Name","Nombre Socio"
"Pass Phrase","Frase Contraseña"
"Pass phrase to decrypt document","Frase Contraseña para desencriptar documento"
"Passed Patients","Pacientes pasados"
"Passive Alert","Alerta Pasiva"
"Passive Alert Rules","Reglas de Alerta Pasiva"
Password,Contraseña
"Password (Again):","Contraseña (confirmación)"
"Password Change","Cambio de contraseña"
"Password Expiration Grace Period","Periodo de Gracia de Expiración de Contraseña"
"Password change successful.","Cambio de contraseña con éxito."
"Password for Phone Gateway. Automated VOIP service provided by Maviq. Please visit http://signup.maviq.com for more information.","Contraseña para puerta de enlace telefónico. Servicio automático de VOIP desarrollado por Maviq. Por favor visite http://signup.maviq.com para más información."
"Password for SMS Gateway","Contraseña para puerta de enlace SMS."
"Password for SMS Gateway.","Contraseña para puerta de enlace SMS."
"Password security has recently been upgraded.","Contraseña de seguridad ha sido recientemente actualizada."
"Password to connect to CouchDB","Contraseña para conectar a CouchDB"
Password:,Contraseña
"Past Due",Vencimiento
"Past Due Interval (Clinical Reminders)","Intervalo Vencido (Recordatorios clínicos)"
"Past Due Interval (Patient Reminders)","Intervalo Vencido (Recordatorios Paciente)"
"Past Encounter List","Lista de visitas anteriores"
"Past Encounters","Anteriores visitas"
"Past Encounters and Documents","Visitas y doc anteriores"
"Past Encounters for","Anteriores visitas de"
"Past Visits and Documents ","Visitas y doc anteriores"
"Past due",Vencimiento
"Paste HL7 Data","Pegar datos HL7 "
"Paste the data to import into the text area below:","Pegar los datos de importación en el área de texto a continuación:"
Pat,Paciente
Patch,Parche
"Path for Event Log Backup","Ruta de backup del log de eventos"
"Path to CA Certificate File","Ruta del fichero de certificado CA"
"Path to CA Key File","Ruta del fichero clave CA"
"Path to MySQL Binaries","Ruta de ficheros binarios MySQL"
"Path to Perl Binaries","Ruta de ficheros binarios Perl"
"Path to Temporary Files","Ruta de los ficheros temporales"
Patient,Cliente
"Patient Address","Dirección del paciente"
"Patient Address is missing","Falta la dirección del paciente"
"Patient Allergies","Alergias del Paciente"
"Patient Appointment","Cita(s) del Cliente"
"Patient Balance","Balance de paciente"
"Patient Checkout","Comprobación de paciente"
"Patient Checkout for ","Facturación de"
"Patient City","Ciudad del Paciente"
"Patient City is missing","Falta la ciudad del paciente"
"Patient Communication sent","Comunicación enviada a la/el cliente"
"Patient Comunication Sent","Comunicación Enviada al Paciente"
"Patient Country","Pais del Paciente "
"Patient Country is missing. Also you have not set default Patient Country in Global Settings","Falta la ciudad del paciente. Tampoco ha configurado la ciudad del paciente por defecto en la configuración global"
"Patient Coverage","Cobertura de paciente"
"Patient DOB","F.Nacimiento del Paciente "
"Patient Data","Datos de la/el cliente"
"Patient Date Of Birth is missing","Falta la F.Nacimiento del paciente"
"Patient Details","Detalles del Paciente"
"Patient Document","Documentos del Paciente"
"Patient Education","Material Educativo para el Paciente"
"Patient Education Materials","Materiales educativos para pacientes"
"Patient Encounter","Visita de cliente"
"Patient Encounter Form","Forma de visita de cliente"
"Patient Encounters","Encuentros de Pacientes"
"Patient Finder","Buscador de pacientes"
"Patient First name","Nombre del Paciente "
"Patient First name is missing","Falta el nombre del paciente"
"Patient Gender","Género del Paciente "
"Patient Gender is missing","Falta el género del paciente"
"Patient History","Historia clínica"
"Patient History / Lifestyle","Historia del Paciente/Estilo de Vida"
"Patient History / Lifestyle (Back)","Historia/estilo de vida (Regresar)"
"Patient History / Lifestyle (More)","Historia/estilo de vida (Más)"
"Patient Home phone","Teléfono Casa del Paciente"
"Patient ID","ID de la/el cliente"
"Patient ID Category Name","Nombre categoría ID paciente"
"Patient ID card","Tarjeta de ID de la/el cliente"
"Patient ID:","ID de la/el cliente"
"Patient Id","Nº Identificación del Paciente"
"Patient Immunization","Inmunización de la/el cliente"
"Patient Information","Información de la/el cliente"
"Patient Instructions","Instructiones al cliente"
"Patient Insurance Distribution","Distribución de pacientes de Seguros "
"Patient Insurance Distribution Report","Informe de distribución de seguros de pacientes "
"Patient Issues","Cuestiones del Paciente"
"Patient Last name","Apellido(s)del Paciente"
"Patient Last name is missing","Falta el apellido del paciente"
"Patient List","Lista de clientes"
"Patient List Columns","Columnas Lista de Pacientes"
"Patient List New Window","Nuevas ventanas Lista de Pacientes"
"Patient List Page Size","Tamaño página Lista de Pacientes"
"Patient Lookup Errors","Errores de búsqueda de pacientes"
"Patient Medical Problems","Problemas Médicos del Paciente"
"Patient Medications","Medicamentos del Paciente"
"Patient Name","Nombre del Paciente"
"Patient Name & Address","Nombre y Dirección del Paciente "
"Patient Name Required","Nombre de Paciente Requerido"
"Patient Note","Nota del paciente"
"Patient Note Types","Nota de tipos de pacientes"
"Patient Notes","Notas del cliente"
"Patient Notes (write,addonly optional)","Notas del paciente (escribir, sólo añadir opcional) "
"Patient Number","No. de Cliente"
"Patient Payment","Pago del paciente"
"Patient Photo Category Name","Nombre de Categoría de Foto del Paciente"
"Patient Portal","Portal del Paciente"
"Patient Portal Login","Inicio sesión Portal del Paciente"
"Patient Portal Web Address","Sitio web del Portal del Paciente"
"Patient Portal is turned off","Portal del Paciente está apagado"
"Patient Printed Report","Informe Impreso del Paciente"
"Patient Record Report","Reporte de Registro de clientes"
"Patient Record Request","Solicitud de registros de paciente"
"Patient Records Request","Solicitud de registros de paciente"
"Patient Reminder","Recordatorios del paciente"
"Patient Reminder Batch Job","Batch Recordatorio del Paciente"
"Patient Reminder Rules","Reglas Recordatorio del Paciente"
"Patient Reminder Sender Email","email Remitente de Recordatorio del Paciente"
"Patient Reminder Sender Name","Nombre Remitente de Recordatorio del Paciente"
"Patient Reminders","Recordatorios del Paciente"
"Patient Report","Reporte de clientes"
"Patient Request","Solicitud del Paciente"
"Patient Requested Medical Records","Paciente solicitó Registros Médicos"
"Patient Results","Resultados por cliente"
"Patient Search Results Style","Estilo de resultados de búsqueda de paciente"
"Patient Search/Add Screen","Pantalla Buscar/añadir paciente"
"Patient Setting","Ajustes paciente"
"Patient State","Estado paciente"
"Patient Summary","Resumen del Paciente "
"Patient Transactions","Referencias y otros"
"Patient Zip","Código Postal paciente"
"Patient allergies","Alergias del Paciente"
"Patient chart ID","Nº Identificación del gráfico del paciente "
"Patient has not authorized the Patient Portal.","Paciente no autorizado al Portal del paciente"
Patient/Client,Clientes
Patient:,Paciente:
PatientID,PacienteID
Patients,Pacientes
Pay,Pago
"Pay Date:","Fecha de Pago:"
"Pay Methods","Métodos de pago"
"Pay Status","Estado de Pago"
"Pay attention to the ""Done with"" checkboxes.  After the insurances are marked complete then we will start asking the patient to pay the remaining balance; if you fail to mark all of the insurances complete then the remaining amount will not be collected! ","Preste atención a la ""Hecho con"" casillas de verificación. Después de los seguros están marcados completa luego empezaremos a pedir a la paciente a pagar el saldo restante, si usted no marca la totalidad de los seguros luego completar la cantidad restante no serán recogidos! También si hay un equilibrio que el paciente debe pagar, a continuación, establezca la fecha apropiada, ya que esto afecta a la lengua que aparece en las declaraciones del paciente. "
"Payee Name","Nombre del beneficiario"
Payer,Pagador
"Payer Type","Tipo Pagador "
Paying,Pagar
"Paying Entity","Entidad pagadora"
Payment,Pago
"Payment Adjustment Code","Código ajuste pago"
"Payment Amount","Importe pago"
"Payment Amount must be Numeric","Importe pago debe ser numérico"
"Payment Category","Categoría pago"
"Payment Date","Fecha de pago"
"Payment From","Pago desde"
"Payment Gateways","Pasarela de pagos"
"Payment Ins","Imputar pagos"
"Payment List","Lista de pagos"
"Payment Method","Método de pago"
"Payment Methods","Métodos de Pago"
"Payment Pt","Pago de cliente"
"Payment Sort By","Ordenar pagos por"
"Payment Status","Estado pagos"
"Payment Type","Tipo pagos"
"Payment against","Pago contra"
"Payment amount","Monto pagado"
"Payment value for code ","Valor de pago para el código "
Payments,Pagos
"Pease indicate visit reason","Por favor indique la razón de la visita"
Pediatric,Pediatría
"Pelvic Exam","Examen Pélvico"
"Pelvic Inflammatory Disease (PID)","Enfermedad Inflamatoria Pélvica"
"Pelvis and buttock","Pelvis y nalga"
Pemphigus,"Pénfigo "
Pending,"Pendiente "
"Pending F/U","Seguimientos pendientes"
"Pending Followup from Results","Seguimiento pendiente"
"Pending Orders","Ordenes pendientes"
"Pending Res","Resultados pendientes"
"Pending Review","Revisión Pendientes"
"Pending Rx Count","Contador Recetas pendientes"
"Pending followup","Seguimento Pendiente"
"Pennington Firm OpenEMR  v","Pennington firme OpenEMR v"
"Peptic Ulcer Disease","La úlcera péptica "
"Per Nostril","Por las fosas nasales "
"Per Oris","Por Oris"
"Per Rectum","Por Recto"
Percent,Porcentaje
Percentile,Percentil
"Perforated Right:","Derecho Perforado:"
"Perform Search","Realizar la búsqueda"
"Perform this action","Realizar esta acción"
"Performance Percentage","Porcentaje Rendimiento"
"Performing Laboratory Facility","Centro q realiza los estudios de Lab."
Period,Periodo
"Period in days where a user may login with an expired password.","Periodo en días donde un usuario puede iniciar sesión con una contraseña caducada."
Periods,Períodos
"Perioperative Care","Cuidados perioperatorios"
Peripheral,"Periférico "
Person,"Persona "
"Personal - Family Pressure/Advice","Personal - Presión/Consejo familiar"
"Personal - Fear of Infertility","Personal - Temor a infertilidad"
"Personal - Other Reason","Personal - Otra razón"
"Personal - Partner Opposes","Personal - Oposición de la pareja"
"Personal - Religious","Personal - Religión"
"Personal - Side Effects Concern","Personal - Preocupación por efectos secundarios"
"Personal - Social Pressure/Friend Advice","Personal - Presión Social/Consejo de amistad"
Personal_Demographic,"Información personal /demográfica"
Personalize,Personalizar
"Pessary/Cervicap Cap","Pesario/Tapón cervical"
Pharm,Farmacia
"Pharm Com Count","Pharm Com Count"
Pharmacies,Farmacias
Pharmacy,Farmacia
"Pharmacy Dispensary","Dispensario de la Farmacia "
Pheumothorax,Neumotorax
Phone,Teléfono
"Phone Call List report","Informe Lista de llamadas"
"Phone Gateway Password","Contraseña de la puerta de enlace telefónico"
"Phone Gateway URL","URL de la puerta de enlace telefónico"
"Phone Gateway Username","Usuario puerta de enlace telefónico"
"Phone Notification Hour","Hora notificación teléfono"
"Phone Number","Número de teléfono "
"Phone call list","Lista de llamadas de teléfono"
Phone:,Teléfono
Photophobia,"Fotofobia "
Photos,Fotografías
"Physical Exam","Examen Físico"
"Physical Exam ","Examen Físico"
"Physician Request","Solicitud de Médico"
"Physician Signature","Firma del Médico"
Physicians,Médicos
Pick,Seleccionar
"Pick a CSS theme.","Seleccionar un tema CSS"
"Pill Size",Tamaño
Pills,Píldoras
"Place the database zip file in the following directory if want the option to install","Coloque el fichero de database zip en el siguiente directorio si quiere la opción de instalar"
"Place the downloaded ICD 10 database zip files into the following directory","Ponga el fichero zip de bbdd ICD 10 en la siguiente carpeta"
"Place the downloaded ICD 9 database zip file into the following directory","Ponga el fichero zip de bbdd ICD 9 en la siguiente carpeta"
"Place the downloaded RxNorm database zip file into the following directory","Ponga el fichero zip de bbdd RxNorm en la siguiente carpeta"
"Place the downloaded Snomed database zip file into the following directory","Ponga el fichero zip de bbdd Snomed en la siguiente carpeta"
Placeholder,"Marcador de posición "
"Placeholder (Maintains empty ACLs)","Marcador de posición (Mantiene vacia ACL) "
"Plain Text","Texto sin Formato"
Plan,Plan
"Plan Name","Nombre del Plan"
"Plan Set","Ajuste Planes"
Plan:,Plan:
"Planning Pregnancy","Planea embarazarse"
Plans,Planes
Player,Jugador
"Playing Position","Posición de juego"
"Please Choose a file","Por favor, elige un fichero"
"Please Click download button to download the De Identified data","Por favor click en el botón Descargar para descargar los datos de DE identificación"
"Please Click download button to download the Re Identified data","Por favor click en el botón descargar para descargar los datos de Re-identificación"
"Please Enter a New Password","Por favor introduzca una Nueva Contraseña"
"Please Fill the Check Number","Por favor rellene el número de cheque"
"Please Fill the Check/Ref Number","Por favor rellene el número Check/Ref"
"Please Fill the Date","Por favor rellene la fecha"
"Please Fill the Payment Amount","Por favor rellene el importe del pago"
"Please Fill the Payment Category","Por favor rellene la categoría del pago"
"Please Fill the Payment From","Por favor rellene la procedencia del pago"
"Please Fill the Post To Date","Por favor rellene la casilla de la Fecha"
"Please Note: constants are case sensitive and any string is allowed.","Note que las constantes son sensibles a mayúsculas y minúsculas y se permite cualquier cadena. "
"Please Select","Por favor seleccione"
"Please Select A Recipient","Por favor Seleccione un Destinatario"
"Please Select Type Of Payment.","Por favor seleccione el tipo de pago."
"Please Select a Patient.","Por favor seleccione un Paciente"
"Please Select the Payment Method","Por favor seleccione la Forma de Pago"
"Please call if any of the above information is incorrect","Favor de llamar si la informacion arriba es incorrecta"
"Please change your password.","Favor de cambiar palabra clave"
"Please choose a patient","Por favor, elige un paciente"
"Please choose a valid selection from the list.","Por favor, elija una selección válida de la lista."
"Please choose a valid selection.","Favor elegir selecion valida"
"Please choose a value for","Por favor, elija un valor para"
"Please choose date range criteria above, and click Refresh to view results.","Por favor elija el rango de fechas, y haga click en refrescar para ver los resultados."
"Please choose the proper formatted EDI-271 file","Por favor elegir el formato adecuado del fichero EDI-271"
"Please close this window.","Por favor, cierre esta ventana. "
"Please compare the new name","Por favor, comparar el nuevo nombre"
"Please create the following directory before proceeding","Por favor cree la siguiente carpeta antes de proceder"
"Please do NOT use your browsers stop or reload button while this page is running unless more than 10 minutes have elapsed, this will not cause the process to  stop on the server and will consume uneccesary resources.","Por favor, no utilice su navegador botón de parada o recarga, mientras que esta página está funcionando a menos que más de 10 minutos han transcurrido, esto no causa para detener el proceso en el servidor y se consumen innecesario recursos."
"Please do not accept this prescription unless it was received via facimile.","No acepte por favor esta prescripción a menos que fuera recibida vía facimile. "
"Please do not accept this prescription unless it was received via facsimile.","Favor de no aceptar esta receta a menos que fuera recibida por fax"
"Please enter a date for Last Reviewed.","Favor de entrar fecha de la ultima revision"
"Please enter a date.","Por favor introduzca la fecha"
"Please enter a due date","Por favor introduzca una fecha de vencimiento"
"Please enter a message","Por favor introduzca un mensaje"
"Please enter a monetary amount using only numbers and a decimal point.","Por favor, introduzca un importe monetario, utilizando sólo números y un punto decimal."
"Please enter a title!","Por favor, escriba un título!"
"Please enter correct Re Identification code","Por favor introduzca el código de Re-identificación correcto"
"Please enter new search string","Por favor, introduzca el dato de la nueva búsqueda"
"Please enter the correct Re Identification code","Por favor introduzca el código de re-identificación"
"Please enter the password","Por favor introduzca contraseña"
"Please fill them in before continuing.","Favor de llenar antes de continuar"
"Please indicate visit reason","Por favor indique el motivo de la visita"
"Please input search criteria above, and click Submit to view results.","Favor digitar criterios de busqueda, luego Selecciona para ver resultados"
"Please input search criteria above, and click Submit to view results. (Results will be displayed in a pop up window)","Por favor introduzca los criterios de búsqueda arriba, y haga click en aceptar para ver los resultados. (Los resultados serán mostrados en una ventana emergente)"
"Please login again.","Por favor inicie sesión de nuevo"
"Please note that this can take a very long time, up to several minutes, your web browser may not appear very active during this time but generating a bill is a  complicated process and your web browser is merely waiting for more information.","Por favor tenga en cuenta que esto puede tomar mucho tiempo, hasta varios minutos, el navegador web puede no aparecer muy activo durante este tiempo, pero la generación de una factura es un proceso complicado y su navegador web está a la espera de más información."
